Index,MC,TYPE,SubChannel,Partition,Nibble,FieldName,Register,Field,Name,Name_Index,combined_string
0,M0,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M0_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_0,&---M0---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M0_x_x_x_DqTran
1,M0,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M0_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_1,&---M0---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M0_x_x_x_RxrtDqsDlyAdj
2,M0,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M0_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_2,&---M0---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M0_x_x_x_RxrtInitPicode
3,M1,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M1_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_3,&---M1---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M1_x_x_x_DqTran
4,M1,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M1_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_4,&---M1---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M1_x_x_x_RxrtDqsDlyAdj
5,M1,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M1_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_5,&---M1---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M1_x_x_x_RxrtInitPicode
6,M2,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M2_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_6,&---M2---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M2_x_x_x_DqTran
7,M2,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M2_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_7,&---M2---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M2_x_x_x_RxrtDqsDlyAdj
8,M2,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M2_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_8,&---M2---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M2_x_x_x_RxrtInitPicode
9,M3,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M3_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_9,&---M3---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M3_x_x_x_DqTran
10,M3,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M3_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_10,&---M3---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M3_x_x_x_RxrtDqsDlyAdj
11,M3,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M3_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_11,&---M3---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M3_x_x_x_RxrtInitPicode
12,M4,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M4_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_12,&---M4---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M4_x_x_x_DqTran
13,M4,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M4_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_13,&---M4---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M4_x_x_x_RxrtDqsDlyAdj
14,M4,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M4_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_14,&---M4---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M4_x_x_x_RxrtInitPicode
15,M5,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M5_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_15,&---M5---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M5_x_x_x_DqTran
16,M5,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M5_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_16,&---M5---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M5_x_x_x_RxrtDqsDlyAdj
17,M5,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M5_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_17,&---M5---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M5_x_x_x_RxrtInitPicode
18,M6,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M6_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_18,&---M6---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M6_x_x_x_DqTran
19,M6,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M6_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_19,&---M6---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M6_x_x_x_RxrtDqsDlyAdj
20,M6,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M6_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_20,&---M6---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M6_x_x_x_RxrtInitPicode
21,M7,COMP,x,x,x,dq_tran,ddrcomp_rx_retrain0,M7_x_x_x_DqTran,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_21,&---M7---COMP---x---x---x---dq_tran---ddrcomp_rx_retrain0---M7_x_x_x_DqTran
22,M7,COMP,x,x,x,rxrt_dqs_dly_adj,ddrcomp_rx_retrain0,M7_x_x_x_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_22,&---M7---COMP---x---x---x---rxrt_dqs_dly_adj---ddrcomp_rx_retrain0---M7_x_x_x_RxrtDqsDlyAdj
23,M7,COMP,x,x,x,rxrt_init_picode,ddrcomp_rx_retrain0,M7_x_x_x_RxrtInitPicode,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_COMP_23,&---M7---COMP---x---x---x---rxrt_init_picode---ddrcomp_rx_retrain0---M7_x_x_x_RxrtInitPicode
0,M0,DATA,A,0,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_A_0_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_0,&---M0---DATA---A---0---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_A_0_0_RxrtDqsDlyAdj
1,M0,DATA,A,0,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_A_0_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_1,&---M0---DATA---A---0---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_A_0_1_RxrtDqsDlyAdj
2,M0,DATA,A,1,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_A_1_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_2,&---M0---DATA---A---1---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_A_1_0_RxrtDqsDlyAdj
3,M0,DATA,A,1,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_A_1_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_3,&---M0---DATA---A---1---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_A_1_1_RxrtDqsDlyAdj
4,M0,DATA,A,2,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_A_2_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_4,&---M0---DATA---A---2---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_A_2_0_RxrtDqsDlyAdj
5,M0,DATA,A,2,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_A_2_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_5,&---M0---DATA---A---2---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_A_2_1_RxrtDqsDlyAdj
6,M0,DATA,A,3,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_A_3_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_6,&---M0---DATA---A---3---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_A_3_0_RxrtDqsDlyAdj
7,M0,DATA,A,3,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_A_3_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_7,&---M0---DATA---A---3---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_A_3_1_RxrtDqsDlyAdj
8,M0,DATA,A,4,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_A_4_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_8,&---M0---DATA---A---4---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_A_4_0_RxrtDqsDlyAdj
9,M0,DATA,A,4,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_A_4_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_9,&---M0---DATA---A---4---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_A_4_1_RxrtDqsDlyAdj
10,M0,DATA,B,0,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_B_0_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_10,&---M0---DATA---B---0---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_B_0_0_RxrtDqsDlyAdj
11,M0,DATA,B,0,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_B_0_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_11,&---M0---DATA---B---0---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_B_0_1_RxrtDqsDlyAdj
12,M0,DATA,B,1,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_B_1_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_12,&---M0---DATA---B---1---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_B_1_0_RxrtDqsDlyAdj
13,M0,DATA,B,1,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_B_1_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_13,&---M0---DATA---B---1---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_B_1_1_RxrtDqsDlyAdj
14,M0,DATA,B,2,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_B_2_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_14,&---M0---DATA---B---2---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_B_2_0_RxrtDqsDlyAdj
15,M0,DATA,B,2,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_B_2_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_15,&---M0---DATA---B---2---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_B_2_1_RxrtDqsDlyAdj
16,M0,DATA,B,3,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_B_3_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_16,&---M0---DATA---B---3---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_B_3_0_RxrtDqsDlyAdj
17,M0,DATA,B,3,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_B_3_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_17,&---M0---DATA---B---3---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_B_3_1_RxrtDqsDlyAdj
18,M0,DATA,B,4,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M0_B_4_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_18,&---M0---DATA---B---4---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M0_B_4_0_RxrtDqsDlyAdj
19,M0,DATA,B,4,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M0_B_4_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_19,&---M0---DATA---B---4---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M0_B_4_1_RxrtDqsDlyAdj
20,M1,DATA,A,0,0,rxrt_dqs_dly_adj,ddrd_n0_comp_la2,M1_A_0_0_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_20,&---M1---DATA---A---0---0---rxrt_dqs_dly_adj---ddrd_n0_comp_la2---M1_A_0_0_RxrtDqsDlyAdj
21,M1,DATA,A,0,1,rxrt_dqs_dly_adj,ddrd_n1_comp_la2,M1_A_0_1_RxrtDqsDlyAdj,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXRETRAIN_DATA_21,&---M1---DATA---A---0---1---rxrt_dqs_dly_adj---ddrd_n1_comp_la2---M1_A_0_1_RxrtDqsDlyAdj
